t,p1_x1,p1_x2,p1_v1,p1_v2,p2_x1,p2_x2,p2_v1,p2_v2,p3_x1,p3_x2,p3_v1,p3_v2
9.872,0.795171635,0.506716268,-0.715631947,0.199136996,-0.948027663,-0.425294508,-0.41778624,0.368007869,0.152856029,-0.08142176,1.133418187,-0.567144865
9.888,0.783861914,0.509697367,-0.734327916,0.182896816,-0.9544311,-0.419512396,-0.403210661,0.373236623,0.170569186,-0.090184971,1.137538577,-0.55613344
9.904,0.772260635,0.512417677,-0.75300252,0.165696754,-0.960609311,-0.413650965,-0.388910302,0.378180907,0.188348676,-0.098766713,1.141912822,-0.54387766
9.92,0.760368544,0.514861956,-0.771601855,0.147503041,-0.966566541,-0.407714469,-0.374878791,0.382863978,0.206197997,-0.107147488,1.146480646,-0.530367019
9.936,0.748187876,0.517014362,-0.790065801,0.128285959,-0.972306654,-0.401707107,-0.361109562,0.387307605,0.224118777,-0.115307255,1.151175363,-0.515593564
9.952,0.73572003,0.518858912,-0.808331629,0.108016779,-0.977834231,-0.395631859,-0.347593265,0.39153297,0.2421142,-0.123227054,1.155924894,-0.499549748
9.968,0.722969239,0.520378915,-0.826328644,0.08667423,-0.983152875,-0.389492271,-0.334321908,0.395559403,0.260183636,-0.130886645,1.160650552,-0.482233632
9.984,0.709940273,0.521557488,-0.843982012,0.064241659,-0.988266336,-0.383291301,-0.321286221,0.399405314,0.278326062,-0.138266187,1.165268233,-0.463646973
10,0.696639109,0.522377539,-0.861212172,0.040708853,-0.993178214,-0.37703163,-0.30847641,0.403088016,0.296539105,-0.145345909,1.169688581,-0.443796869
10.016,0.683072997,0.522821872,-0.877935302,0.016072966,-0.997891954,-0.370715675,-0.295882216,0.406623766,0.314818958,-0.152106196,1.173817518,-0.422696732
10.032,0.669250524,0.522873308,-0.894063951,-0.009660558,-1.002410837,-0.364345609,-0.283492974,0.41002782,0.333160313,-0.158527699,1.177556925,-0.400367262
10.048,0.655181665,0.522514828,-0.909507833,-0.036477089,-1.006737974,-0.357923374,-0.271297652,0.41331447,0.351556309,-0.164591454,1.180805485,-0.37683738
10.064,0.640877821,0.521729714,-0.924174803,-0.06435199,-1.010876303,-0.351450694,-0.259284901,0.416497092,0.369998482,-0.17027902,1.183459704,-0.352145102
10.08,0.626351835,0.520501717,-0.937972014,-0.093249883,-1.01482858,-0.344929095,-0.247443083,0.419588188,0.388476746,-0.175572622,1.185415096,-0.326338305
10.096,0.611617996,0.518815229,-0.950807235,-0.123124066,-1.018597381,-0.338359912,-0.235760304,0.422599425,0.406979385,-0.180455316,1.18656754,-0.299475359
10.112,0.596692018,0.516655458,-0.962590339,-0.153916103,-1.022185091,-0.331744306,-0.224224442,0.425541671,0.425493073,-0.184911152,1.186814781,-0.271625568
10.128,0.581590994,0.51400862,-0.973234904,-0.185555638,-1.025593907,-0.325083272,-0.212823163,0.428425036,0.444002913,-0.188925348,1.186058067,-0.242869398
10.144,0.566333327,0.510862121,-0.982659924,-0.217960459,-1.028825831,-0.318377656,-0.201543941,0.431258897,0.462492505,-0.192484465,1.184203865,-0.213298438
10.16,0.550939384,0.507204929,-0.990791191,-0.251035215,-1.031882523,-0.311628492,-0.190374619,0.434051797,0.480943139,-0.195576436,1.18116581,-0.183016583
10.176,0.535428351,0.503027011,-0.997564574,-0.284678597,-1.034765888,-0.304835693,-0.179301235,0.436812019,0.499337536,-0.198191318,1.176865809,-0.152133421
10.192,0.519822609,0.498320571,-1.002925305,-0.318774573,-1.037477175,-0.298000043,-0.168311315,0.439546783,0.517654566,-0.200320528,1.17123662,-0.12077221
10.208,0.504144541,0.493079495,-1.006831193,-0.353200126,-1.040017584,-0.291121884,-0.157391684,0.442262822,0.535873043,-0.201957612,1.164222877,-0.089062696
10.224,0.488417084,0.48729965,-1.009253542,-0.387825229,-1.042388109,-0.28420146,-0.146529025,0.444966261,0.553971024,-0.20309819,1.155782567,-0.057141032
10.24,0.472663512,0.480978971,-1.010178256,-0.422514668,-1.044589532,-0.277238925,-0.135709878,0.447662631,0.57192602,-0.203740046,1.145888134,-0.025147964
10.256,0.456907197,0.474117532,-1.00960662,-0.457130072,-1.046622427,-0.270234349,-0.124920643,0.450356882,0.58971523,-0.203883183,1.134527264,0.006773189
10.272,0.441171371,0.466717573,-1.007555736,-0.491532085,-1.048487154,-0.26318773,-0.114147583,0.453053391,0.607315782,-0.203529844,1.121703318,0.038478694
10.288,0.425478873,0.458783506,-1.004058575,-0.525582603,-1.050183856,-0.256099002,-0.103376818,0.455755968,0.624704983,-0.202684504,1.107435394,0.069826635
10.304,0.409851906,0.450321868,-0.999163649,-0.559146993,-1.051712461,-0.248968046,-0.09259433,0.458467858,0.641860554,-0.201353823,1.09175798,0.100679135
10.32,0.394311801,0.441341259,-0.992934292,-0.592096225,-1.053072675,-0.241794693,-0.081785955,0.461191741,0.658760874,-0.199546566,1.074720247,0.130904484
10.336,0.378878789,0.431852234,-0.985447596,-0.624308838,-1.054263982,-0.23457874,-0.070937383,0.463929726,0.675385193,-0.197273494,1.056384979,0.160379111
10.352,0.363571804,0.421867172,-0.976793041,-0.655672662,-1.055285644,-0.227319954,-0.060034151,0.466683346,0.69171384,-0.194547218,1.036827192,0.188989316
10.368,0.348408294,0.41140012,-0.967070867,-0.686086267,-1.056136694,-0.220018083,-0.049061644,0.469453545,0.7077284,-0.191382036,1.016132511,0.216632722
10.384,0.333404805,0.400467163,-0.956390812,-0.715458655,-1.056815907,-0.212673226,-0.038005631,0.472240526,0.723411101,-0.187793937,0.994396443,0.24321813
10.4,0.318573918,0.389084067,-0.94486804,-0.743715746,-1.057321922,-0.2052844,-0.02685009,0.475044281,0.738748004,-0.183799666,0.971718129,0.268671465
10.416,0.30392857,0.377269293,-0.932624329,-0.770792138,-1.057653039,-0.197851711,-0.015580454,0.477863753,0.753724469,-0.179417582,0.948204783,0.292928385
10.432,0.289479041,0.365041675,-0.91978407,-0.796637004,-1.057807361,-0.190374926,-0.004181448,0.480697351,0.76832832,-0.174666749,0.923965518,0.315939653
10.448,0.275233656,0.352420736,-0.906472907,-0.821212377,-1.057782748,-0.18285384,0.007362379,0.483542786,0.782549092,-0.169566896,0.899110528,0.337669591
10.464,0.261198785,0.339426497,-0.892816013,-0.844492635,-1.05757682,-0.175288293,0.019066652,0.486397042,0.796378034,-0.164138204,0.873749361,0.358095592
10.48,0.247378857,0.326079284,-0.878936533,-0.866463736,-1.05718695,-0.167678174,0.030947169,0.489256336,0.809808093,-0.15840111,0.847989363,0.3772074
10.496,0.233776404,0.312399562,-0.86495423,-0.887122273,-1.056610265,-0.16002344,0.043019904,0.492116077,0.822833861,-0.152376122,0.821934326,0.395006196
10.512,0.220392126,0.298407768,-0.85098435,-0.906474377,-1.055843641,-0.152324125,0.055300998,0.494970821,0.835451515,-0.146083644,0.795683352,0.411503555
10.528,0.207224964,0.284124182,-0.837136695,-0.92453454,-1.0548837,-0.144580356,0.067806752,0.497814226,0.847658735,-0.139543827,0.769329943,0.426720314
10.544,0.194272195,0.269568798,-0.823514916,-0.941324372,-1.053726809,-0.136792364,0.08055362,0.500638993,0.859454614,-0.132776434,0.742961297,0.440685379
10.56,0.18152953,0.254761224,-0.810216015,-0.956871358,-1.052369078,-0.128960505,0.093558189,0.503436812,0.870839548,-0.125800719,0.716657825,0.453434547
10.576,0.16899122,0.239720604,-0.797330013,-0.971207626,-1.050806356,-0.12108527,0.106837165,0.5061983,0.881815137,-0.118635334,0.690492848,0.465009326
10.592,0.156650168,0.224465552,-0.7849398,-0.984368766,-1.049034233,-0.113167307,0.120407341,0.508912936,0.892384065,-0.111298246,0.664532459,0.47545583
10.608,0.144498632,0.209014869,-0.773121674,-0.996392149,-1.047048135,-0.105207827,0.134284883,0.51156886,0.902549504,-0.103807041,0.638836791,0.484823289
10.624,0.132525958,0.193384472,-0.761943147,-1.007318198,-1.044842932,-0.097207064,0.148488025,0.514153319,0.912316974,-0.096177408,0.613455122,0.493164878
10.64,0.120722272,0.177591935,-0.751466607,-1.017185901,-1.042413516,-0.089166635,0.16303294,0.516651809,0.921691244,-0.088425301,0.588433666,0.500534092
10.656,0.109076181,0.161653462,-0.741747223,-1.026034374,-1.039754423,-0.081088001,0.177936391,0.519048515,0.930678242,-0.080565461,0.563810832,0.506985859
10.672,0.097575486,0.145584655,-0.732833834,-1.033901482,-1.03685993,-0.072972884,0.193214986,0.521326098,0.939284444,-0.072611771,0.539618848,0.512575384
10.688,0.086207271,0.12940054,-0.724769274,-1.040823177,-1.033724058,-0.064823288,0.208885107,0.523465608,0.947516787,-0.064577252,0.515884167,0.517357569
10.704,0.074957998,0.113115601,-0.717590705,-1.046832917,-1.030340573,-0.056641526,0.22496281,0.525446397,0.955382575,-0.056474075,0.492627895,0.52138652
10.72,0.06381359,0.096743823,-0.711329949,-1.051961177,-1.026702993,-0.048430246,0.241463722,0.527246031,0.962889403,-0.048313577,0.469866226,0.524715146
10.736,0.052759514,0.080298741,-0.706013802,-1.056235032,-1.022804599,-0.040192461,0.258402921,0.528840203,0.970045085,-0.04010628,0.447610882,0.527394829
10.752,0.041780856,0.063793497,-0.701664326,-1.059677814,-1.01863844,-0.031931579,0.275794787,0.530202644,0.976857585,-0.031861918,0.425869539,0.52947517
10.768,0.030862392,0.047240899,-0.698299101,-1.062308833,-1.014197348,-0.023651433,0.293652854,0.531305047,0.983334955,-0.023589466,0.404646247,0.531003786
10.784,0.01998866,0.030653489,-0.69593144,-1.064143161,-1.00947395,-0.015356314,0.31198962,0.532116988,0.98948529,-0.015297175,0.38394182,0.532026173
10.8,0.00914402,0.014043604,-0.694570564,-1.065191469,-1.00446069,-0.007051005,0.330816351,0.532605861,0.99531667,-0.006992599,0.363754213,0.532585608
10.816,-0.001687279,-0.002576546,-0.694221717,-1.065459912,-0.999149845,0.001259186,0.350142852,0.53273682,1.000837125,0.00131736,0.344078865,0.532723091
10.832,-0.012520511,-0.019193999,-0.694886184,-1.064950113,-0.993533837,0.00956798,0.369976234,0.532472766,1.006054348,0.009626019,0.32490995,0.532477347
10.848,-0.023372529,-0.035798227,-0.696561485,-1.063659013,-0.987604142,0.017869727,0.390324549,0.531774254,1.010976671,0.0179285,0.306236936,0.531884759
10.864,-0.034258528,-0.052376174,-0.699241151,-1.061579041,-0.981352976,0.026156919,0.411190656,0.53059957,1.015611504,0.026219255,0.288050494,0.53097947
10.88,-0.045194098,-0.068915444,-0.702914709,-1.058698139,-0.974772249,0.034421786,0.432575753,0.528904737,1.019966347,0.034493657,0.270338956,0.529793402
10.896,-0.056194636,-0.08540342,-0.707567548,-1.054999893,-0.967853876,0.042655859,0.454478065,0.52664358,1.024048511,0.042747561,0.253089484,0.528356312
10.912,-0.067275276,-0.101827198,-0.713180725,-1.050463707,-0.960589821,0.050849928,0.47689246,0.523767844,1.027865097,0.05097727,0.236288265,0.526695864
10.928,-0.078450824,-0.118173517,-0.719730741,-1.045065048,-0.952972162,0.058994016,0.499810052,0.520227343,1.031422986,0.059179502,0.219920689,0.524837706
10.944,-0.089735678,-0.134428709,-0.727189275,-1.038775736,-0.944993144,0.06707735,0.523217779,0.515970182,1.034728822,0.067351359,0.203971496,0.522805554
10.96,-0.101143759,-0.150578638,-0.735522884,-1.031564313,-0.936645253,0.075088337,0.547097968,0.510943035,1.037789012,0.075490301,0.188424916,0.520621277
10.976,-0.112688421,-0.166608654,-0.744692681,-1.023396478,-0.927921289,0.083014542,0.571427898,0.505091492,1.04060971,0.083594113,0.173264782,0.518304986
10.992,-0.124382368,-0.182503555,-0.754654003,-1.014235612,-0.918814448,0.090842673,0.596179367,0.498360492,1.043196816,0.091660882,0.158474636,0.515875121
11.008,-0.13623756,-0.198247552,-0.765356079,-1.004043375,-0.909318412,0.098558582,0.621318265,0.490694838,1.045555973,0.09968897,0.144037814,0.513348537
11.024,-0.148265116,-0.213824249,-0.77674171,-0.992780404,-0.899427445,0.10614726,0.646804186,0.482039811,1.047692561,0.107676989,0.129937524,0.510740593
11.04,-0.160475209,-0.229216634,-0.788746984,-0.980407099,-0.889136491,0.113592853,0.672590078,0.472341867,1.0496117,0.115623781,0.116156905,0.508065232
11.056,-0.172876349,-0.24440634,-0.801300417,-0.966885198,-0.878441816,0.120878333,0.698620674,0.461550004,1.051318165,0.123528007,0.102679743,0.505335194
11.072,-0.185477714,-0.259376635,-0.814325285,-0.952176046,-0.867339003,0.127986957,0.724837409,0.449614486,1.052816717,0.131389679,0.089487876,0.502561561
11.088,-0.198285393,-0.274107984,-0.827735864,-0.936245632,-0.855826204,0.134900175,0.751170659,0.436491007,1.054111596,0.139207809,0.076565205,0.499754625
11.104,-0.21130469,-0.288581089,-0.841439926,-0.919063131,-0.843902183,0.141599137,0.777544866,0.422139701,1.055206873,0.146981951,0.06389506,0.496923429
11.12,-0.224539421,-0.302776207,-0.855338351,-0.900602744,-0.831566935,0.148064418,0.803877457,0.40652678,1.056106356,0.15471179,0.051460893,0.494075964
11.136,-0.237991801,-0.316673244,-0.869325496,-0.880844932,-0.818821799,0.154276117,0.830079197,0.389625708,1.0568136,0.162397127,0.039246299,0.491219224
11.152,-0.251662352,-0.330251853,-0.883289767,-0.859777666,-0.80566955,0.160213988,0.856054744,0.371418397,1.057331902,0.170037866,0.027235023,0.488359269
11.168,-0.265549812,-0.343491572,-0.897114387,-0.837397653,-0.792114497,0.165857573,0.88170341,0.351896381,1.057664309,0.177633999,0.015410978,0.485501272
11.184,-0.279651063,-0.356371957,-0.910678391,-0.813711494,-0.778162554,0.171186366,0.906920147,0.331061926,1.057813617,0.185185591,0.003758243,0.482649568
11.2,-0.293961077,-0.368872755,-0.923857827,-0.788736738,-0.763821299,0.176179986,0.931596751,0.308929039,1.057782376,0.192692769,-0.007738925,0.4798077
11.216,-0.308472875,-0.380974078,-0.93652718,-0.762502781,-0.749100015,0.180818369,0.955623277,0.285524327,1.05757289,0.200155709,-0.019096097,0.476978454
11.232,-0.323177521,-0.392656592,-0.948560983,-0.735051548,-0.734009703,0.185081968,0.978889652,0.260887651,1.057187223,0.207574625,-0.030328669,0.474163897
11.248,-0.338064131,-0.403901719,-0.959835589,-0.706437944,-0.718563069,0.188951962,1.001287453,0.235072532,1.056627201,0.214949757,-0.041451864,0.471365411
11.264,-0.353119922,-0.41469184,-0.970231062,-0.676729991,-0.702774489,0.192410476,1.022711799,0.208146275,1.055894411,0.222281364,-0.052480737,0.468583717
11.28,-0.368330278,-0.425010496,-0.979633142,-0.646008658,-0.686659931,0.195440789,1.043063316,0.18018976,1.054990209,0.229569708,-0.063430174,0.465818898
11.296,-0.383678104,-0.434842123,-0.987934823,-0.614368903,-0.670237672,0.198027429,1.062249191,0.151298342,1.053915776,0.236814694,-0.074314368,0.463070561
11.312,-0.399146975,-0.444174138,-0.995039829,-0.581912549,-0.653524927,0.200156856,1.080188785,0.121575241,1.052671902,0.244017282,-0.085148956,0.460337308
11.328,-0.414716781,-0.452994217,-1.000861924,-0.548756377,-0.636542524,0.201816879,1.096809738,0.091138817,1.051259305,0.251177338,-0.095947815,0.45761756
11.344,-0.430366922,-0.461292401,-1.005328151,-0.515024427,-0.619311509,0.202997343,1.112053362,0.060115396,1.049678432,0.258295058,-0.106725211,0.454909031
11.36,-0.446075769,-0.469060721,-1.008379686,-0.480847718,-0.601853736,0.203690128,1.125874949,0.028638853,1.047929505,0.265370593,-0.117495263,0.452208865
11.376,-0.461820891,-0.476293295,-1.009972792,-0.446362225,-0.584191641,0.203889247,1.138244738,-0.003151416,1.046012532,0.272404049,-0.128271946,0.449513641
11.392,-0.477579297,-0.482986387,-1.01007942,-0.411706711,-0.566348004,0.203590914,1.149148514,-0.035112663,1.0439273,0.279395472,-0.139069095,0.446819373
11.408,-0.493327682,-0.48913843,-1.008687418,-0.377020488,-0.548345702,0.202793587,1.158587824,-0.067101019,1.041673384,0.286344843,-0.149900406,0.444121507
11.424,-0.509042676,-0.494750023,-1.005800363,-0.342441197,-0.530207467,0.201497957,1.166579798,-0.098973716,1.039250143,0.293252066,-0.160779435,0.441414912
11.44,-0.524701083,-0.499823885,-1.001437007,-0.30810267,-0.511955647,0.199706924,1.173156605,-0.130591205,1.03665673,0.300116961,-0.171719599,0.438693875
11.456,-0.540280112,-0.504364779,-0.99563039,-0.274132959,-0.493611975,0.197425525,1.178364562,-0.161819125,1.033892086,0.306939254,-0.182734171,0.435952084
11.472,-0.555757591,-0.508379409,-0.988426659,-0.240652578,-0.475197358,0.19466084,1.18226294,-0.192530033,1.030954949,0.313718569,-0.193836281,0.433182611
11.488,-0.571112164,-0.511876292,-0.97988364,-0.20777302,-0.456731687,0.191421876,1.184922545,-0.222604879,1.027843851,0.320454415,-0.205038904,0.430377899
11.504,-0.586323454,-0.514865603,-0.970069243,-0.175595566,-0.438233669,0.187719423,1.186424103,-0.251934166,1.024557124,0.32714618,-0.216354859,0.427529733
11.52,-0.60137148,-0.517358904,-0.959060318,-0.144211933,-0.419721595,0.183566112,1.186856548,-0.28041743,1.021093075,0.333792792,-0.22779623,0.424629363
11.536,-0.616239713,-0.519369427,-0.946938681,-0.113697587,-0.401209589,0.178975414,1.186315288,-0.307969315,1.017449302,0.340394013,-0.239376606,0.421666902
11.552,-0.630910741,-0.520911158,-0.933792619,-0.084120729,-0.382712974,0.173962689,1.184900319,-0.33451142,1.013623715,0.346948469,-0.2511077,0.418632149
11.568,-0.645369289,-0.521999164,-0.919713099,-0.05553611,-0.364244579,0.168544217,1.182714665,-0.359977881,1.009613868,0.353454948,-0.263001566,0.415513991
11.584,-0.659601517,-0.522649276,-0.904792714,-0.02798685,-0.345815613,0.162737221,1.179862735,-0.384313655,1.00541713,0.359912055,-0.275070021,0.412300506
11.6,-0.67359503,-0.522877909,-0.889124244,-0.001504906,-0.327435656,0.156559703,1.176448861,-0.407474016,1.001030686,0.366318206,-0.287324617,0.408978922
11.616,-0.687338876,-0.522701893,-0.872799384,0.02388829,-0.309112668,0.150030284,1.172575992,-0.429423874,0.996451544,0.372671609,-0.299776608,0.405535584
11.632,-0.700823518,-0.522138315,-0.855907648,0.048181072,-0.290853022,0.143168064,1.168344565,-0.450136974,0.99167654,0.378970251,-0.312436916,0.401955902
11.648,-0.71404079,-0.521204376,-0.838535446,0.071370682,-0.272661551,0.135992489,1.163851533,-0.469594998,0.986702341,0.385211887,-0.325316086,0.398224316
11.664,-0.726983846,-0.519917253,-0.820765342,0.093462372,-0.254541606,0.128523236,1.15918958,-0.487786615,0.981525452,0.391394017,-0.338424238,0.394324243
11.68,-0.739647095,-0.518293986,-0.802675474,0.11446847,-0.236495132,0.120780108,1.154446483,-0.504706504,0.976142227,0.397513878,-0.351771009,0.390238034
11.696,-0.752026127,-0.516351374,-0.784339141,0.13440746,-0.218522744,0.112782954,1.149704632,-0.520354387,0.970548871,0.403568421,-0.365365492,0.385946928
11.712,-0.764117635,-0.514105885,-0.765824514,0.15330308,-0.200623817,0.10455159,1.145040672,-0.534734083,0.964741452,0.409554295,-0.379216158,0.381431003
11.728,-0.775919335,-0.511573581,-0.747194486,0.17118347,-0.182796578,0.096105751,1.140525266,-0.547852604,0.958715913,0.41546783,-0.39333078,0.376669134
11.744,-0.787429326,-0.508770201,-0.728507532,0.188079559,-0.165039066,0.087465468,1.136223155,-0.559718758,0.952468392,0.421304733,-0.407715623,0.371639199
11.76,-0.798648249,-0.505710545,-0.709814085,0.204027596,-0.147345753,0.078649337,1.132192263,-0.570344638,0.945994002,0.427061207,-0.422378178,0.366317043
11.776,-0.809575819,-0.502409261,-0.691162141,0.219063502,-0.129712862,0.069677045,1.128484956,-0.579741416,0.93928868,0.432732216,-0.437322814,0.360677914
11.792,-0.820213018,-0.498880283,-0.672593769,0.233225631,-0.112134977,0.060567671,1.125147229,-0.587921098,0.932347995,0.438312612,-0.45255346,0.354695467
11.808,-0.830561446,-0.495136935,-0.654146232,0.246553383,-0.094606016,0.051340111,1.122218992,-0.594895355,0.925167462,0.443796824,-0.46807276,0.348341972
11.824,-0.84062325,-0.491191922,-0.635852233,0.259086734,-0.077119317,0.042013084,1.119734157,-0.600675039,0.917742567,0.449178839,-0.483881924,0.341588305
11.84,-0.850401051,-0.487057323,-0.617740179,0.270865833,-0.059667737,0.032605147,1.117720732,-0.605269772,0.910068788,0.454452177,-0.499980553,0.334403939
11.856,-0.859897884,-0.482744593,-0.599834461,0.281930658,-0.042243742,0.023134721,1.116200917,-0.608687613,0.902141626,0.459609872,-0.516366456,0.326756956
11.872,-0.869117132,-0.478264565,-0.582155732,0.292320722,-0.024839495,0.013620115,1.115191181,-0.610934794,0.893956627,0.464644451,-0.533035449,0.318614072
11.888,-0.878062476,-0.473627462,-0.564721194,0.30207484,-0.007446947,0.004079555,1.114702332,-0.612015523,0.885509423,0.469547907,-0.549981138,0.309940684
11.904,-0.886737838,-0.468842907,-0.547544871,0.311230927,0.009942075,-0.005468781,1.114739559,-0.611931858,0.876795763,0.474311688,-0.567194688,0.300700932
11.92,-0.895147336,-0.463919941,-0.530637883,0.319825845,0.027335782,-0.01500673,1.115302462,-0.610683645,0.867811554,0.478926671,-0.584664579,0.2908578
11.936,-0.903295242,-0.458867038,-0.514008695,0.327895283,0.044742336,-0.024516109,1.116385039,-0.608268521,0.858552906,0.483383148,-0.602376343,0.280373239
11.952,-0.911185939,-0.453692126,-0.497663369,0.335473663,0.062169759,-0.033978683,1.117975671,-0.604681991,0.84901618,0.487670809,-0.620312302,0.269208328
11.968,-0.918823521,-0.448402867,-0.481606568,0.34259374,0.079624993,-0.043375669,1.120056953,-0.599917819,0.839198528,0.491778536,-0.638450385,0.257324079
11.984,-0.926213242,-0.443005637,-0.465838636,0.349287935,0.097117235,-0.052689553,1.122606061,-0.593967249,0.829096007,0.49569519,-0.656767425,0.244679314
12,-0.933359244,-0.437507105,-0.450360521,0.355586214,0.114652707,-0.061901292,1.125594052,-0.586820674,0.818706537,0.499408397,-0.675233531,0.23123446
12.016,-0.940266039,-0.431913217,-0.435170797,0.361517505,0.132237993,-0.070992145,1.128986158,-0.578467111,0.808028046,0.502905362,-0.693815361,0.216949606
12.032,-0.946938105,-0.426229484,-0.420266622,0.367109339,0.149879087,-0.079943191,1.132741603,-0.568894819,0.797059018,0.506172676,-0.712474981,0.20178548
12.048,-0.953379867,-0.420460995,-0.405643894,0.372387867,0.1675813,-0.088735325,1.136813512,-0.558091799,0.785798566,0.50919632,-0.731169618,0.185703932
12.064,-0.959595675,-0.414612443,-0.39129739,0.377377889,0.185349163,-0.097349255,1.141148851,-0.546046359,0.774246512,0.511961697,-0.749851461,0.16866847
12.08,-0.965589792,-0.408688142,-0.377220892,0.382102883,0.20318633,-0.105765514,1.145688387,-0.532747762,0.762403461,0.514453656,-0.768467495,0.150644879
12.096,-0.971366375,-0.402692054,-0.3634073,0.386585041,0.221095487,-0.113964479,1.150366703,-0.518186946,0.750270888,0.516656533,-0.786959404,0.131601905
12.112,-0.976929465,-0.396627801,-0.349848735,0.390845316,0.239078247,-0.121926404,1.155112276,-0.502357313,0.737851218,0.518554205,-0.805263541,0.111511997
12.128,-0.982282975,-0.390498689,-0.336536628,0.394903459,0.257135062,-0.129631465,1.159847627,-0.485255586,0.725147912,0.520130154,-0.823310999,0.090352128
12.144,-0.987430678,-0.384307724,-0.323461805,0.398778069,0.275265133,-0.13705982,1.164489581,-0.466882717,0.712165545,0.521367544,-0.841027776,0.068104647
12.16,-0.992376201,-0.378057633,-0.310614552,0.40248664,0.293466318,-0.144191677,1.168949636,-0.447244834,0.698909883,0.522249311,-0.858335085,0.044758194
12.176,-0.997123016,-0.371750876,-0.297984684,0.406045604,0.311735058,-0.151007391,1.17313447,-0.426354218,0.685387958,0.522758267,-0.875149786,0.020308614
12.192,-1.001674213,-0.365389977,-0.285562203,0.409470216,0.330065402,-0.157487251,1.176946416,-0.404231388,0.67160881,0.522877228,-0.891384212,-0.005238829
12.208,-1.006033378,-0.358976294,-0.273334918,0.412775263,0.348452553,-0.163612856,1.180285011,-0.380901641,0.657580825,0.52258915,-0.906950093,-0.031873622
12.224,-1.010203251,-0.352511897,-0.261292143,0.4159741,0.366887423,-0.169365341,1.183046856,-0.356402456,0.643315828,0.521877237,-0.921754713,-0.059571644
12.24,-1.01418662,-0.345998343,-0.249422286,0.419079374,0.385360201,-0.174726808,1.185127546,-0.330779997,0.628826419,0.520725152,-0.93570526,-0.088299376
12.256,-1.017986091,-0.339437,-0.237713494,0.422102887,0.403859446,-0.179680163,1.186422799,-0.304090824,0.614126645,0.519117163,-0.948709306,-0.118012063
12.272,-1.021604082,-0.332829055,-0.226153679,0.425055641,0.422372102,-0.184209277,1.186829939,-0.27640237,0.59923198,0.517038332,-0.96067626,-0.148653271
12.288,-1.025042821,-0.326175533,-0.214730541,0.427947868,0.440883532,-0.188299158,1.186249506,-0.247793209,0.584159289,0.51447469,-0.971518964,-0.18015466
12.304,-1.028304344,-0.319477301,-0.203431587,0.430789068,0.459377586,-0.191936129,1.184586967,-0.218353063,0.568926757,0.51141343,-0.98115538,-0.212436005
12.32,-1.031390488,-0.312735087,-0.192244142,0.433588035,0.477836688,-0.195107997,1.181754477,-0.188182533,0.5535538,0.507843084,-0.989510335,-0.245405502
12.336,-1.034302895,-0.305949485,-0.181155365,0.436352886,0.496241955,-0.197804221,1.177672644,-0.157392518,0.53806094,0.503753706,-0.996517279,-0.278960368
12.352,-1.037043001,-0.299120968,-0.170152257,0.439091089,0.514573343,-0.200016063,1.172272233,-0.126103325,0.522469658,0.499137031,-1.002119976,-0.312987764
12.368,-1.039612041,-0.292249898,-0.159221669,0.44180948,0.532809817,-0.20173673,1.165495755,-0.094443452,0.506802223,0.493986628,-1.006274086,-0.347366028
12.384,-1.042011042,-0.285336535,-0.148350307,0.444514284,0.550929548,-0.202961484,1.15729886,-0.062548084,0.491081494,0.488298019,-1.008948553,-0.381966199
12.4,-1.044240824,-0.278381046,-0.137524734,0.44721113,0.568910122,-0.20368774,1.147651487,-0.030557323,0.475330702,0.482068786,-1.010126753,-0.416653808
12.416,-1.046301899,-0.271383859,-0.126731903,0.449904933,0.586727906,-0.203915124,1.136539288,0.001384244,0.459573993,0.475298983,-1.009807385,-0.451289177
12.432,-1.048194864,-0.264344297,-0.115957042,0.452600429,0.604361773,-0.203645524,1.123961875,0.033135942,0.443833091,0.467989821,-1.008004833,-0.485736371
12.448,-1.049919795,-0.257262648,-0.105186825,0.455301391,0.621788104,-0.202883016,1.109936206,0.06455383,0.428131692,0.460145664,-1.004749381,-0.519855221
12.464,-1.051476656,-0.250138799,-0.094407257,0.458011158,0.638984535,-0.201633895,1.094494209,0.095499203,0.412492121,0.451772694,-1.000086951,-0.553510361
12.48,-1.05286519,-0.24297259,-0.0836042,0.460732505,0.655929317,-0.19990658,1.077682637,0.125839172,0.396935873,0.44287917,-0.994078437,-0.586571677
12.496,-1.05408492,-0.235763823,-0.072763367,0.463467637,0.672601541,-0.1977115,1.059562061,0.155448667,0.381483379,0.433475323,-0.986798693,-0.618916305
12.512,-1.055135143,-0.22851227,-0.061870324,0.466218184,0.688981339,-0.195060965,1.040205533,0.184212216,0.366153804,0.423573235,-0.978335209,-0.6504304
12.528,-1.056014933,-0.22121768,-0.050910481,0.46898519,0.705050074,-0.191969003,1.019697006,0.212025445,0.35096486,0.413186682,-0.968786526,-0.681010634
12.544,-1.056723132,-0.213879793,-0.039869089,0.471769096,0.720790488,-0.188451172,0.998129539,0.238796266,0.335932644,0.402330964,-0.958260449,-0.710565361
12.56,-1.057258351,-0.206498346,-0.028731239,0.474569727,0.736186837,-0.184524367,0.975603384,0.26444572,0.321071515,0.391022713,-0.946872144,-0.739015447
